,job_title,company_name,location,post_date,job_description,salary
505,IT Infrastructure & Security,PT. Bumimulia Indah Lestari,Networks & Systems Administration (Information & Communication Technology),Posted 13d ago,"Kualifikasi:
Pendidikan Min. D3 Jurusan Information Technology / Information System / Computer Science / Computer Engineering
Memiliki pengalaman Min. 2 Tahun sebagai IT
Memiliki sertifikasi CCNA atau sejenisnya menjadi nilai tambah
Memahami Network & System Admin, AD/Domain, Firewall, Routing & Switching, Virtualisasi, Windows/Linux Server, Backup & Security, IP PBX & CCTV dan lainnya.

Deskripsi Pekerjaan:
Menangani gangguan jaringan internet dan metronet serta melakukan monitoring berkala.
Melakukan pengecekan dan rekap penggunaan perangkat jaringan dan server secara rutin.
Mengelola akun dan hak akses user (Active Directory, FSRM, domain controller, Office 365).
Menyiapkan dan maintenance server (instalasi OS, RAID, virtualisasi, role server, dan software pendukung).
Melakukan tindakan preventif dan perbaikan perangkat server.
Menjaga keamanan data, firewall, serta monitoring ancaman virus.
Mengelola dan memastikan operasional IP PBX serta akses telepon user.
Mengatur hak akses folder dan ekstensi file sesuai persetujuan atasan.
Memastikan sistem backup & restore (FSRM, database, Synology) berjalan baik.
Mengelola perangkat CCTV (rekam, akses monitor, konfigurasi, dan perbaikan).
Mengelola mesin absen dan data karyawan sesuai kebutuhan HR.
Mengelola pembelian dan perpanjangan lisensi.",Not Available
506,SPV Produksi,PT APM Automotive Indonesia,"Karawang, West Java",Posted 11d ago,"Qualification :
Sarjana S1 Teknik Mesin, Industri, Material
Berpengalaman Minimal 3 - 5 tahun di pengalaman di industri otomotif / Manufactur
Memahami system management mutu, mambaca drawing dan pengendalian data proses produksi

Job Description :
Mengawasi pelaksanaan proses produksi agar berjalan sesuai rencana dan standar yang ditetapkan.
Memastikan kesiapan mesin, material, manpower, dan tooling untuk mendukung kelancaran produksi.
Memastikan proses dan produk sesuai dengan Control Plan, SOP, drawing, spesifikasi, dan permintaan customer.
Mengawasi proses kritis serta mengarahkan leader dan operator produksi.
Mendukung kegiatan peningkatan berkelanjutan seperti Kaizen dan QCC.",Not Available
507,Sales Engineer Trading - Cakung - WFO (ID: 694426),PT. PERSOLKELLY Recruitment Indonesia,"Cakung, Jakarta",Posted 15d ago,"Job Desc:
Responsible for visiting client and hearing from client needs.
Proposal sales for Okuma CNC machine tools (for new and existing customers).
Technical explanations to customers, demonstrations, and test cuts.
Quotation preparation, price and term negotiations, and order follow-up Internal and external coordination for delivery, installation, and start-up (service department collaboration).
Responsible for after services.
Other related job of sales.

Requirement:
Experience in machine tools and industrial machinery sales min 5 years.
Able to understand Japanese company sales method & reporting system.
Have working experience at Japanese machine tools or industrial machinery company.

“By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Indonesia and its local and overseas subsidiaries and affiliates collecting, using and disclosing your personal data to prospective employers/companies based in any country for purposes of evaluating  suitability for employment, conducting reference checks, administering employment related services, complying with Government’s COVID-19 health advisories and such other purposes stated in our privacy policy. Our full privacy policy is available at www.persolkelly.co.id.  If you wish to withdraw your consent, please drop us an email to let us know. Please feel free to contact us if you have any queries.”",Rp 7.000.000 – Rp 8.000.000 per month
508,Data Scientist,"PT. Metrodata Electronics, Tbk","Kalideres, Jakarta",Posted 18d ago,"Job Description
PT Metrodata Electronics, Tbk (Digital Solution Provider & Technology Innovator) would like to invite you to be part of the company to develop yourself and your skills. If you are:
Bachelor's Degree Computer Science/Information Technology
2-3 years of experience in Data Modelling/Predictive Modelling and in developing machine learning.
Knows programming language (e.g. R, Python, Scala)
Passion in big data analytics.
A strong mix of mathematical/statistical and programming skills.
Solid analytical and problem-solving skills to create data-driven insights.
If you meet the requirement we needed, let’s apply for the following open positions. Metrodata not just offer for the job, we offer you for brighter career future.
Minimum Qualifications
We are looking for an experienced Data Scientist to join our team. If you have excellent programming skills and a passion for developing applications or improving existing ones, we would like to meet you. As a Data Scientist, you’ll work closely with our engineers to ensure system consistency and improve user experience.
Data Scientist roles and responsibilities include:
Develop data science model using various machine learning platform such as Cloudera Data Science Workbench (CDSW), Google AI, Azure ML, IMB Watson, AWS Sagemaker, SAS, R, Python or others.
Follow project timeline to ensure project complete on time and on budget
Develop new product in machine learning area such as demand forecasting, product recommendation or basket analysis and other solution
Improve competencies in machine learning area",Not Available
509,Product Analyst (Product and Process Engineering),PT. Bumimulia Indah Lestari,"North Cikarang, West Java",Posted 20d ago,"Kualifikasi:
Pendidikan Min. D3 Teknik Mesin
Memiliki pengalaman yang berkaitan sebagai Product Development, R&D, Product Engineer atau sebagainya Min. 2 Tahun (Pengalaman di industri plastik akan menjadi nilai tambah)
Mampu Membaca Gambar Teknik
Memahami Proses Blow Moulding, Injection Blow Molding, Injection Stretch Blow, Injection, Tube, Decorating
Mampu menggunakan Alat ukur dan Alat Pengujian Produk

Deskripsi Pekerjaan:
Mengevaluasi produk hasil trial dari segi dimensi dan pengujian fungsional
Memonitor perbaikan mold sesuai dengan target Work Order (WO) yang sudah didistribusikan ke Mold maker
Memonitor proses trial untuk memastikan langkah perbaikan mold berikutnya apabila produk tidak sesuai product drawing
Mempersiapkan data-data yang valid untuk acuan pembuatan Spec’s atau data-data produk yang diperlukan customer
Mempersiapkam sample produk untuk keperluan pengujian Customer dan Approval
Mempersiapkan copy approval dan memastikan sudah terdistribusikan ke Departemen terkait
Melakukan sosialisasi Spec’s ke Departemen Produksi, Tim Quality Control dan Quality Assurance yang berwenang
Memastikan Produk hasil 1st massproduction sesuai dengan spesifikasi
Menyimpan dokumen-dokumen hasil pengujian hasil 1st massproduction sesuai Standard ISO yang berlaku dan 5R
Memvalidasi seluruh perubahan spesifikasi produk apabila terjadi peyimpangan produk saat produksi ",Not Available
510,TPM Supervisor,PT Pesta Pora Abadi,"Malang, East Java",Posted 21d ago,"Kualifikasi Pekerjaan :
Pendidikan minimal S1 Teknik (Industri, Mesin, Listrik, dan/atau lainnya yang relevan)
Pengalaman minimal 2 tahun di bidang TPM/Continuous Improvement/Operational Excellence/Production Engineering, dan diutamakan di industri manufaktur
Memiliki pengetahuan yang kuat tentang pilar-pilar TPM, dengan pengalaman langsung di setidaknya 2 pilar (lebih disukai AM dan PM/FI)
Memiliki pemahaman mendalam dan praktek yang memadai terkait TPM Pilars, Lean Manufacturing, Kaizen, 5S, Root Cause Analysis (RCA) atau Why-Why Analysis
Memiliki kemampuan leadership, komunikasi, analisis dan pemecahan masalah serta koordinasi tim yang baik
Memiliki passion memantau dan mengawasi penerapan TPM langsung ke produksi
Bersedia bekerja mobile
Dibutuhkan 2 Supervisor (1 penempatan Plant Malang Jawa Timur dan 1 penempatan Plant Majalengka Jawa barat, penempatan sesuai domisili dan ketersediaan)
Deskripsi Pekerjaan :
Mengimplementasikan dan mengawasi program TPM di area produksi sesuai dengan standar Pilar TPM untuk meningkatkan efektivitas dan efisiensi perusahaan.
Menggerakan kegiatan pilar autonomous maintenance, planned maintenance, education & training, safety, dan focused improvement.
Melakukan analisis data pencapaian pada level shopfloor dan memberikan rekomendasi perbaikan.
Merancang program pelatihan yang berhubungan dengan TPM.
Mempromosikan program TPM.",Not Available
511,Inspector Fire (Data Center),PT Bureau Veritas Indonesia,Jakarta,Posted 27d ago,"Qualifications & Requirements
Education: Diploma or Bachelor’s Degree in Mechanical, Electrical, or Fire Protection Engineering.
Experience: Min. 5 years as a Fire Inspector, with at least 2 years in Data Center or mission-critical facilities.
Specialized Expertise: Mastery of Data Center fire technologies:
Early Detection: VESDA (Very Early Smoke Detection Apparatus).
Suppression: Clean Agent systems (FM-200, NOVEC 1230), and Pre-action Sprinklers (dry pipe).
Standards & Codes: Strong command of NFPA 75 (Standard for IT Equipment) and NFPA 76 (Telecommunications Facilities).
Certifications: NFPA Certified Fire Inspector (CFI) or local Ahli K3 Spesialis Penanggulangan Kebakaran (Grade A/B).
Key Responsibilities
Conduct rigorous inspections of fire suppression piping, cylinder pressure, and air-tightness (room integrity tests).
Verify the integration between fire alarm systems and BMS (Building Management System) or cooling shutdowns.
Supervise Pre-functional and Functional testing (L3/L4) for all smoke detection and alarm notification devices.
Ensure that all passive fire protection (fire-stopping and fire-rated doors) meets international safety ratings.",Not Available
512,Area Supervisor Sales Engineering (Bekasi -Cikarang),PT Panca Makmur,"East Jakarta, Jakarta",Posted 13d ago,"We’re seeking a qualified sales Supervisor/ manager who can help keep this engine running with their own sales skills as well as leadership of a team of driven sales representatives. The ideal candidate has deep experience with the entire sales process, excelling at lead generation, relationship building, and deal closing. 
We’re looking for a quick learner who has strong negotiating skills — someone with a successful track record who can inspire the same performance in others. The role demands a leader who has a sharp mind and an ability to coach, advise, motivate, or replace sales representatives while building and maintaining a high-performance team.
Objectives of this role
Represent the company effectively with comprehensive knowledge of our offerings
Research consumer needs and identify how our solutions address them
Hire, train, motivate, and advise a team of sales representatives
Achieve company objectives by planning thoroughly, setting sales goals, analyzing performance data, and making forecasts
Develop skills continuously for hiring, training, and leading team members, and ensure that they're using effective sales tactics to meet revenue objectives
Generate leads, and establish and nurture client relationships
Responsibilities
Create and execute a strategic sales plan that expands our customer base and extends the company's global reach
Meet with potential clients and grow long-lasting relationships that address their needs
Recruit sales representatives, set objectives, train and coach them, and monitor their performance 
Identify knowledge gaps within the team and develop plans for filling them
Ensure that company quotas are met by holding daily check-ins with sales team to set objectives and monitor progress
Manage the month-end and year-end close processes
Required skills and qualifications
2 or more years of experience in managing sales in a corporate setting
Proven record of success with the entire sales process, from planning to closing
Excellent communication, interpersonal, and organizational skills
Superb leadership ability
Ability to travel at least 20% of the time
Preferred skills and qualifications
Motivational speaking experience
Mandarin skill is an advantage",Not Available
513,UI/UX Designer,PT Holink Solusi Digital,"North Jakarta, Jakarta",Posted 11d ago,"Key Responsibilities
Design end-to-end product flows, including onboarding, dashboards, analytics pages, monetisation tools, and payment experiences.
Create wireframes, user stories, user flows, high-fidelity mockups, and interactive prototypes.
Conduct usability testing and iterate quickly based on insights and product metrics.
Write clear, concise UX copy when needed.
Conduct interviews, surveys, and behaviour studies with creators, influencers, and small business owners.
Analyse product data (heatmaps, funnels, retention metrics) to identify UX problems.
Translate insights into actionable design improvements that align with business goals.
Build and maintain the Holink Design System to ensure consistency across all platforms.
Create reusable UI components and work with frontend engineers for accurate implementation.
Maintain a clean, modern visual style across web and mobile.
Work closely with Product Managers to define feature requirements and user journeys.
Collaborate with Engineers to ensure smooth handoffs and proper execution of designs.
Participate in roadmap discussions, contribute ideas, and help shape Holink’s future experiences.


Requirements 
4–6+ years of experience as a UI/UX Designer for digital products (web or mobile).
A strong portfolio showcasing end-to-end design work, not just UI visuals.
Advanced proficiency with Figma (auto-layout, variants, prototyping).
Deep understanding of UX principles, user psychology, design systems, and usability testing.
Experience designing both 0→1 features and scaling existing experiences.
Strong communication skills and ability to articulate design decisions.
Comfort working in a fast-paced startup environment with rapid iterations.
Experience in creator economy platforms, SaaS products, fintech, or payment flows.
Skills in micro-interactions, UI animations, or motion design.
Basic familiarity with HTML/CSS or component-based systems (React), not required but beneficial.
Experience working with cross-regional teams
Strong visual sense for branding and UI storytelling.",Rp 15.000.000 – Rp 20.000.000 per month
514,Software Engineer,PT Trinusa Travelindo,Jakarta,Posted 30d+ ago,"It's fun to work in a company where people truly BELIEVE in what they're doing!
    Job Description
We are hiring Software Engineers across multiple platforms: Backend, Web, iOS, and Android. You will be matched with a team based on your expertise and interests.
As a Software Engineer, you will be part of a cross-functional team building scalable and high-impact products. Depending on your area of expertise, you will take ownership of designing, developing, testing, and maintaining features end-to-end, ensuring performance, reliability, and user satisfaction.
In this role, you will:
Collaborate with cross-functional teams to define, design, and deliver new features
Write clean, maintainable, and efficient code
Participate in code reviews and design discussions to ensure best practices
Troubleshoot and debug production issues, and continuously improve system performance
Stay up to date with emerging technologies and industry trends
Contribute to internal tools, documentation, and technical processes
  Requirements
Bachelor’s degree in Computer Science, Engineering, or a related field, or equivalent practical experience
Solid understanding of computer science fundamentals such as data structures, algorithms, and software design principles
Proficiency in at least one general-purpose programming language (e.g., Java, Kotlin, Swift, Go, JavaScript, TypeScript, Python, etc.)
Experience in building, testing, and maintaining production-level software
Strong problem-solving skills and attention to detail
Comfortable working in a collaborative, agile development environment
Preferred Qualifications (depending on specialization):
Backend: Familiar with Java or other backend languages; experienced in server-side development, APIs, databases, and cloud platforms (e.g., AWS, GCP)
Web: Familiarity with frontend frameworks like React or Typescript
iOS: Proficiency in Swift or Objective-C and understanding of iOS frameworks and architecture
Android: Proficiency in Kotlin or Java, and knowledge of Android SDK, Jetpack components, and app lifecycle
  If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",Not Available
515,Quantity Surveyor Manager (Civil & Architecture),Kawan Lama Group,Jakarta,Posted 11d ago,"Deskripsi Pekerjaan Job Responsibilities:
Review analyses conducted by the team on working drawings, technical specifications, and other project documents (Structural/Architectural) to ensure accurate understanding of the scope and technical requirements as the basis for cost estimation.
Prepare project budgets based on quantity and unit price analysis to produce accurate cost estimates that can serve as a reliable project budget reference.
Review benchmarking results and market research on material prices and labor wages to ensure cost calculations reflect current and competitive market rates.
Collaborate with the estimator and engineering teams on work volumes to obtain relevant technical and quantity data for budget preparation.
Validate the estimators' calculations, including making corrections when necessary, to ensure all cost elements are calculated accurately and realistically.
Compile unit price data and prepare price analysis reports for management review as the basis for budget feasibility decisions and cost strategies.
Provide efficiency recommendations based on project comparisons and market trends to improve cost-effectiveness and avoid unnecessary expenditures.
Evaluate and develop team performance to foster maximum productivity and continuous improvement.
Job Requirements:
Bachelor’s degree in Civil Engineering or Architecture.
5-8 years of experience as an Assistant Manager in project cost estimation, budgeting, or quantity surveying, preferably in property projects (Mall, Hotel, etc).
Strong knowledge of interpreting working drawings, technical specifications, and project documentation related to structural and architectural works.
Proficient in cost estimation techniques, quantity take-offs, and unit price analysis.
Experience in market research and benchmarking material prices and labor wages to ensure competitive and accurate cost calculations.
Ability to collaborate effectively with estimators, engineers, and other project stakeholders to gather relevant technical data.
Detail-oriented with strong analytical skills to validate cost calculations and ensure accuracy and realism in budgeting.
Excellent organizational and communication skills for preparing reports and presenting findings to management.
Proactive in identifying opportunities for cost efficiency and continuous improvement within the team.
Strong team leadership and development capabilities to enhance productivity and performance.",Not Available
516,Staff Procurement,Moya Holdings Asia Limited,Jakarta,Posted 25d ago," Qualifications & Experience
Bachelor’s degree in IT / Information Systems / Computer Science or Electrical / Mechanical / Civil Engineering
Fresh graduates or minimum 1 year experience in procurement
Willing to be placed in all operational areas of Moya Group

Tasks & Responsibilities
Reviewing Purchase Requisitions (PR) & Document Completeness for Procurement of Goods & Service
Conducting Procurement Activities with Transparency and Accountability
Preparing Information and Documents for Negotiation with Suppliers/Vendors/Contractors
Support SCM system development and improvement
Provide data support for SCM analysis and reporting",Not Available
517,Store Keeper (Temporary Contract),Danone Indonesia,"Pulo Gadung, Jakarta",Posted 12d ago,"Danone Specialized Nutrition Indonesia is looking for Store Keeper to ensure the availability, proper storage, and accuracy of spare parts and tools used by Engineering team. This includes overseeing inbound and outbound processes, maintaining storage quality, and preparing regular inventory reports. This position is temporary for 6 months and based in Ciracas, East Jakarta.
Having minimum of Associate's Degree (D3) majoring in Engineering
Minimum 1 year of experience in related field
Basic understanding of engineering terms, spare parts, maintenance processes, and factory equipment
Proficient in document control, filing systems, and record management
Skilled in data entry, reporting, and basic analysis
Proficient in Microsoft Office
Strong communication and coordination skills
Good organizational skills and ability to prioritize multiple tasks
Problem‑solving mindset with attention to detail and accuracy
Willing to be placed in Ciracas, East Jakarta
What We Offer
At Danone Indonesia, we are committed to providing a rewarding and fulfilling work environment. In addition to a competitive salary, we offer a range of benefits, including:
Opportunities for professional development and career growth
Collaborative and inclusive company culture
Danone's Mission
Danone's mission is bringing health through food to as many people as possible and we want to invite people to join the movement for a healthier world. We recognize the power people have to impact the world through their daily choices. Each time we eat and drink, we vote for the world we want to live in. We believe a healthy body needs healthy food, and healthy food needs a healthy planet, and this is what our new signature One Planet One Health embodies.",Not Available
518,QA Engineer Lead,"PT. BFI FINANCE INDONESIA, Tbk","Tangerang District, Banten",Posted 20d ago,"Job Description
Lead and manage the QA team, including mentoring QA Engineers and helping them grow.
Define test strategy, process, and priorities across projects.
Review test plans, test cases, and automation coverage to ensure strong testing practices.
Work closely with Product and Engineering to align on requirements, timelines, and release quality.
Coordinate manual and automated testing for releases across platforms (web, mobile).
Set up and maintain tools and workflows for testing, reporting, and automation.
Track bugs, issues, and QA metrics to drive improvements and catch problems early.
Push for a quality mindset across the whole product development process.
Requirements
Bachelor's Degree in Computer Science, Informatic Engineering, Information System, and other relevant majors.
7+ years of experience in QA engineer.
Strong hands-on experience with test automation (e.g., Cypress, Selenium, Appium, Katalon).
Solid understanding of both manual and automated testing practices.
Familiar with performance testing tools like JMeter, K6, or Locust.
Experience using tools like Zephyr Scale or TestRail for test case management.
Able to debug using console logs, Charles Proxy, or similar tools.
Comfortable writing or reviewing SQL queries for data validation.
Clear communicator, organized, and able to keep testing on track in a fast-paced environment.
Able to join as soon as possible will be a plus point
Medical & Health Insurance
Performance Bonus
Paid Sick Leave
Flexible Time
Business Trip
Company Car
Gym Membership
Life Insurance
Training & Professional Development
Transportation Allowances",Not Available
519,Field Service Engineer (HVAC & Thermal Cooling),Vertiv,"South Jakarta, Jakarta",Posted 5d ago,"We are seeking an experienced HVAC & Thermal Cooling Field Service Engineer with a strong background in supporting data center cooling systems. This role requires hands-on expertise in installing, maintaining, and troubleshooting HVAC systems, CRAC (Computer Room Air Conditioning) units, chillers, and other thermal management solutions, specifically for data centers and high-precision environments. The ideal candidate will be skilled in optimising cooling efficiency, ensuring uptime, and resolving mechanical, electrical, and environmental issues in data center facilities.

Key Responsibilities:
Lead the installation and commissioning of HVAC and cooling systems (CRAC units, chillers, cooling towers) within data centers, ensuring proper setup, integration, and optimal performance.
Perform routine maintenance, calibrations, and repairs on HVAC systems. Troubleshoot mechanical, electrical, and refrigerant issues, resolving them quickly to minimize downtime.
Monitor system performance, analyze data for inefficiencies, and implement corrective measures to enhance energy efficiency, reduce costs, and maintain optimal thermal conditions.
Recommend energy-saving measures and system upgrades. Work with clients to reduce consumption and improve overall system performance, aligning with sustainability goals.
Maintain accurate service records, ensuring all work complies with safety regulations and manufacturer guidelines. Provide clients with clear reports on system status and recommended actions.
Build and maintain client relationships by providing expert advice on system optimization, cooling loads, and thermal management to ensure peak operational performance.
Ensure all service work adheres to safety standards, regulations, and best practices, creating a safe work environment at all times.
Respond promptly to emergency breakdowns, prioritize repairs, and restore cooling systems swiftly to minimize disruptions to critical data center operations.

Skills:
In-depth knowledge of HVAC systems, electrical systems, and mechanical troubleshooting techniques.
Proficient in the use of diagnostic tools and software for HVAC systems, including temperature sensors, airflow meters, and building management systems (BMS).
Excellent communication skills with the ability to interact professionally with clients, vendors, and cross-functional teams.
Strong attention to detail, problem-solving skills, and the ability to manage time effectively.

Qualifications:
Bachelor's degree in Mechanical Engineering, HVAC Technology, or related field (preferred). Certifications or vocational training in HVAC or relevant technical areas are highly desirable.
Minimum of 5 years of experience in HVAC field services, with a focus on data centers or high-performance environments.
Hands-on experience with CRAC units, chillers, thermal management systems, and cooling towers.
Familiarity with data center infrastructure and operational requirements, including thermal load management and energy efficiency best practices.

The successful candidate will embrace Vertiv’s Core Principals & Behaviors to help execute our Strategic Priorities.  
OUR CORE PRINCIPALS:  Safety.  Integrity. Respect.  Teamwork.  Diversity & Inclusion.
OUR STRATEGIC PRIORITIES
Customer Focus
Operational Excellence
High-Performance Culture
Innovation
Financial Strength
OUR BEHAVIORS
Own It
Act With Urgency
Foster a Customer-First Mindset
Think Big and Execute
Lead by Example
Drive Continuous Improvement
Learn and Seek Out Development

At Vertiv, we’re on a mission to empower the people that will power the future. From a simple swipe to life-changing medicines, from push notifications to generative AI. We design, manufacture, and service the products and solutions that keep the world connected.  With $6.9 billion in revenue, a strong customer base and global reach spanning over 130 countries, we are uniquely positioned to deliver greater value to our customers and create new opportunities for our people.
Vertiv is an Equal Opportunity/Affirmative Action employer. We promote equal opportunities for all with respect to hiring, terms of employment, mobility, training, compensation, and occupational health, without discrimination as to age, race, color, religion, creed, pregnancy status (including childbirth, breastfeeding, or related medical conditions), marital status, sexual orientation, gender identity / expression (including transgender status or sexual stereotypes), genetic information, citizenship status, national origin, protected veteran status, political affiliation, or disability. If you have a disability and are having difficulty accessing or using this website to apply for a position, you can request help by sending an email to help.join@vertivco.com. If you are interested in applying or learning more about this role, please visit the company’s career page located on Vertiv.com/Careers",Not Available
520,FLEET & MAINTENANCE PLANNER KOORDINATOR,PT Sukses Inti Solusindo,"Balikpapan, East Kalimantan",Posted 13d ago,"PERSYARATAN
•      Pendidikan terakhir min. D3 Teknik Mesin/Otomotif
•      Memiliki pengetahuan dalam monitoring dan planning preventive maintenance, overhaul schedule, Oil sample dll.
•      Familiar dengan computerized system (MS Excel, MS Projcet, Visio, Autocad)
•      Pengalaman Min. 2 tahun pada posisi yang sama
•      Di utamakan dapat mengoperasikan IT  Tool Caterpillar
•      Diutamakan yang familiar dengan Engine CAT, Cummins, atau Perkins.

JOB DESK
•      Pembuatan Flow Process System Maintenance unit fleet & monitoringnya seluruh cabang operational
•      Planning & Budgeting maintenance seluruh cabang operational
•      Monitoring dan planning preventive maintenance, overhaul schedule, Oil sample dll mulai dari perencanaan, pelaksanaan, hingga evaluasi hasil pekerjaan.
•      Monitoring & laporan cost control setiap projek seluruh cabang
•      Melakukan analisa dan monitoring mengenai penggunaan sparepart, stock sparepart
•      Membuat monitoring, analisa, dan evaluasi terkait perbaikan - perbaikan yang belum di selesaikan serta monitoring atas pekerjaan perbaikan dilokasi workshop atau site
•      Mengendalikan downtime peralatan dan memastikan target availability tercapai.
•      Memimpin dan mengevaluasi kinerja tim fleet planner & service seluruh cabang.
•      Menyusun dan menyajikan laporan kinerja asset fleet seluruh cabang
•      Mengelola reporting team planner asset dan team service dari seluruh cabang
•      Berkoordinasi dengan bagian operasional, engineering, warehouse, dan procurement.
•      Mengelola dan memelihara data base aset, histori perawatan, serta dokumentasi teknis",Not Available
521,HVAC Engineer,PT Adi Teknik Karya Bakti,"Central Jakarta, Jakarta",Posted 5d ago,"Gambaran Umum Pekerjaan
Kami mencari seorang HVAC Engineer yang berpengalaman dan berdedikasi untuk bergabung dengan tim kami di PT Adi Teknik Karya Bakti' yang berbasis di Jakarta Pusat. Sebagai HVAC Engineer, Anda akan memainkan peran kunci dalam merancang, menginstal, dan memelihara sistem pemanasan, ventilasi, dan AC (HVAC) di berbagai proyek komersial dan industri. Posisi ini menawarkan kesempatan bagi Anda untuk menggunakan keahlian teknik Anda untuk memberikan solusi HVAC yang efisien dan inovatif bagi klien kami.
Tanggung Jawab Utama
Merancang sistem HVAC yang memenuhi spesifikasi teknis dan persyaratan proyek
Mengawasi instalasi dan pengujian sistem HVAC baru atau yang diperbarui
Melakukan pemeliharaan preventif dan perbaikan pada sistem HVAC yang ada
Menganalisis data kinerja sistem dan membuat rekomendasi perbaikan
Berkoordinasi dengan tim proyek lainnya untuk memastikan integrasi yang lancar
Mematuhi semua peraturan keselamatan dan lingkungan yang berlaku
Keterampilan, Kualifikasi, dan Pengalaman yang Dibutuhkan
Gelar Sarjana dalam Teknik Mesin atau bidang terkait
Minimal 5 tahun pengalaman sebagai HVAC Engineer di lingkungan konstruksi atau industri
Pengetahuan yang mendalam tentang desain, instalasi, dan pemeliharaan sistem HVAC
Keterampilan pemecahan masalah yang kuat dan kemampuan analitis
Kemampuan membaca dan menafsirkan gambar teknik, spesifikasi, dan dokumen proyek
Pengalaman menggunakan perangkat lunak CAD dan perangkat lunak pemodelan HVAC
Sertifikasi HVAC atau lisensi terkait akan menjadi nilai tambah
Manfaat Utama Perusahaan
Paket remunerasi yang kompetitif, termasuk gaji yang menarik dan tunjangan
Asuransi kesehatan komprehensif dan program kesejahteraan karyawan
Kesempatan untuk mengembangkan karier melalui pelatihan dan program pengembangan
Lingkungan kerja yang kolaboratif dan mendukung, dengan fokus pada kerja tim
Fasilitas kantor yang modern dan nyaman di lokasi strategis di Jakarta Pusat
Tentang PT Adi Teknik Karya Bakti'
PT Adi Teknik Karya Bakti' adalah perusahaan kontraktor terkemuka di Indonesia yang berspesialisasi dalam desain, konstruksi, dan pemeliharaan sistem HVAC untuk berbagai proyek komersial dan industri. Didirikan pada tahun 1990, kami telah membangun reputasi sebagai penyedia solusi HVAC yang handal dan inovatif. Dengan tim profesional yang berdedikasi dan teknologi mutakhir, kami berkomitmen untuk memberikan hasil yang berkualitas tinggi bagi setiap klien kami.

Jika Anda tertarik untuk bergabung dengan tim kami yang dinamis, kirimkan resume Anda sekarang!",Not Available
522,Facility Engineer,PT YOFC International Indonesia,"Karawang, West Java",Posted 25d ago,"Key Responsibilities
Preventive Maintenance & Reliability: Manage and execute the preventive maintenance schedule to ensure all facility equipment operates at peak performance while minimizing downtime.
Troubleshooting & Root Cause Analysis: Identify technical issues within facility equipment, conduct thorough root cause analysis, and implement effective mechanical solutions.
Spare Part & Inventory Management: Maintain optimal safety stock levels for critical spare parts to prevent operational delays and ensure rapid breakdown recovery.
Project Oversight & Timelines: Supervise facility-related projects from inception to completion, ensuring all installations and repairs meet the established project schedule.
EHS & ISO Compliance: Ensure all work activities strictly adhere to company safety and health regulations (K3) and comply with ISO Management System standards.
Data Analysis & Process Standardization: Review equipment checksheets and analyze operational data to develop standardized procedures (SOPs) for all facility equipment.
Technical Training & Skills Development: Conduct continuous training programs for technicians to enhance their understanding of equipment flow and technical competency.
Continuous Improvement (Kaizen): Drive ongoing improvements in cost reduction, maintenance efficiency, and production support, while executing additional strategic tasks from the Chief Engineer and Director.
COMPETENCY
Education: Bachelor Degree of Industry/Chemical/Telecommunication/Electrical/Mechanical Engineering
Experience: Min. 3 years
Knowledge & Skill:
Understand and can read mechanical and electrical drawing
Available to make system for equipment group
Can coordination with other department smoothly
Can take decision fast and to the point of problem
Have english language skill writren or speak
Understand about ISO sytsem",Not Available
