Unnamed: 0,job_title,company_name,location,post_date,job_description,salary,province,post_date_num,scrape_date,posted_at,posted_date_only,python_yn,sql_yn,mysql_yn,postgresql_yn,database_yn,aws_yn,azure_yn,spark_yn,hadoop_yn,kafka_yn,snowflake_yn,databricks_yn,apache_yn,git_yn,github_yn,tableau_yn,power bi_yn,looker_yn,experience_needed_yn,salary_preCleaned,min_salary,max_salary,avg_salary
162,Cabling Data Specialist - Networking Products and Solutions,Inqui Solutions Pte. Ltd.,"Batam, Riau Islands",Posted 18d ago,"Structured Cabling & Networking Products (Cat5e–Cat7, Fiber, BUS): Technical Documentation Specialist
https://www.nek-sealine.com/
We seek an experienced engineer to produce detailed, professional technical writing such as datasheets, installation manuals, etc for our comprehensive product ecosystem, delivering high-quality, technically accurate documentation.
Scope of Work:
Develop and deliver comprehensive technical datasheets for a range of copper LAN, BUS cables) and optical fibre cables, including cables, connectors, components, modules, systems, and accessories.
Collaborate with product managers and engineers to gather accurate technical details, specifications, and features.
Simplify complex technical information into clear, concise, and accessible datasheets suitable for engineers, technicians, and end users.
Ensure all datasheets meet industry standards, are visually appealing, and align with our branding guidelines.
Include diagrams, tables, and other visual aids to enhance understanding of the technical content.
Revise and update existing datasheets to reflect product updates or improvements.
Requirements:
Strong knowledge of cabling technologies (e.g. categories Cat5e–Cat7, bandwidth/attenuation/crosstalk, impedance, fiber types OM/OS, shielding, TIA/ISO standards).
Ability to create diagrams and tables to support technical explanations.
Proficiency in documentation tools such as Adobe InDesign, Illustrator, Microsoft Office, or similar software.
Excellent attention to detail, organization, and time management.
Strong communication skills to collaborate effectively with technical teams.
Proven experience in creating technical documentation, preferably for copper LAN, BUS cables) and optical fibre cables, or telecommunications products.
Preferred Skills:
Familiarity with major cabling brands and products.
Familiarity with regulatory/compliance standards for networking cables (e.g. fire ratings, RoHS, CPR).
How to Apply:
If you’re interested in this position, please submit:
Your resume and portfolio highlighting relevant experience.
Examples of previous or similar work.
Company information
Your application will include the following questions:
What's your expected monthly basic salary?
Which of the following types of qualifications do you have?
How many years' experience do you have as a technical writer?
Have you worked in a role where you were responsible for authoring and reviewing technical documentation?
Which of the following languages are you fluent in?
Are you willing to undergo a pre-employment medical check?
How would you rate your English language skills?
How would you rate your English language skills?",Not Available,riau,18d,2026-03-18 01:00:00,2026-02-28 01:00:00,2026-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
166,Business System Analyst Coordinator,PT Mahadana Dasha Utama,"Cilandak, Jakarta",Posted 21d ago,"To be placed at Gedung TMT, South Jakarta (MahaDasha HO)

Job Responsibility:
Analyze business needs and translate them into system requirements
Ensure system solutions or digital transformation initiatives align with the company’s strategic objectives
Analyze the Pros and Cons of the system development request
Identify gaps between current business processes and the implemented digital solutions.
Coordinate with business stakeholders and the solution system service provider that the proposal aligns with the requirements and system implementation.
Monitor and evaluate the effectiveness of the system after implementation
Maintain & manage compliance and security for every proposal and implement a digital solution
Provide internal support for the application that has been developed internally.
Coordinate with the system solution service provider for external support
Analyze and propose new enhancements to the system owner
Enhance the existing application and dashboard (conducted as power platform developer)

Job Requirement:
Candidate must possess at least Bachelor's Degree in Information Technology/Computer Science/Information System/related field.
At least 2 years experience in operating and managing digital solutions for business, as a business analyst
Having experience as IT Solution Designer
Having experience as developer
Having a deep understanding in multiple industry business processes for the system
Good analytical thinking, good business sense, visionary
Good communication skill
Good in both verbal and written English
Able to work in a team or individually",Not Available,jakarta,21d,2026-03-18 01:00:00,2026-02-25 01:00:00,2026-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,
167,Quality Assurance Analyst - Semarang,Eco Concepts Australia Pty Ltd (Eco Outdoor),"Semarang, Central Java",Posted 13d ago,"We are looking for… 
Hopefully, you! We’re seeking a motivated and analytical optimizer Quality Assurance Analyst to join our Technology team in Semarang. The ideal candidate will be responsible for oversee and optimize the company’s digital ecosystem. Ensure data quality, system performance, and operational reliability while supporting automation and AI-enabled workflows. The Quality Assurance Analyst working closely with Technology Team and External Technology Partner in Australia and local Indonesian Team.  
The Product Specialist & Quality Assurance Manager’s key responsibilities will include: 
Establish and maintain quality assurance practices for changes across web, Salesforce, NetSuite, our internally built AI system (MAX), analytics, and integrated third-party tools.
Validate system changes and data updates, support change management by documenting standards, and collaborate with internal and external stakeholders to ensure smooth testing, release, and issue resolution.
Monitor data accuracy, completeness, and consistency across systems (e.g. customer data, product data, order data, image meta data, tracking events).
Identify and resolve data inconsistencies, duplicates, or integration issues, and lead initiatives to maintain overall data hygiene with system owners. 
Identify and address performance risks affecting system efficiency and user experience, monitor website and digital performance. 
Educate internal teams on system constraints and best practices, provide IT support to the local team and escalate issues when needed.


Requirements

We need you to bring… 
Excellent English language skills, both written and verbal.
A minimum of 2 years Experience in quality assurance, systems analyst, or data analyst role.
Familiarity working with CRM and ERP platforms such as Salesforce and NetSuite (extra advantage).
Experience in website testing across browsers and devices, as well as using change management tools and managing release processes.
Familiarity in Agile and/or Kanban delivery processes (preferred).
Strong analytical and detail-oriented skills with ownership over data accuracy, system quality, and issue resolution.
Calm and methodical under pressure, with strong communication skills to translate technical findings and data insights into clear, practical recommendations.
Please note that we require full permanent working rights for this position. 


Benefits

In return, we’ll give you… 
Perks, benefits and the space to grow. We offer a competitive salary, a comprehensive benefits package and plenty of opportunities for career growth and development. This includes: 
The opportunities you need to grow, develop and craft a career you’re proud of within the global Eco Outdoor business
Company-sponsored events and activities to connect with your colleagues
The opportunity to give back via our internal Social Housing and Sustainability initiatives 
OK, you want to know what you’re getting yourself into? Let us introduce ourselves. 
Established in 2001 by expert minds from the landscape design and construction industries, Eco Outdoor is an Australian-founded global brand with showrooms in Australia, New Zealand and North America. We’re constantly experimenting, innovating and pushing creative boundaries, delivering the highest-quality natural stone and architectural surfaces (and outdoor furniture collections) to the international architecture market.  
We employ around 130 people across the globe, all of whom are dedicated to innovating, crafting and providing remarkable products and unbelievable hospitality to our clients and collaborators in the architecture and design space. We thrive on constant reinvention, regular development opportunities and a passionate culture grounded in connection and involvement.  
We’re a tribe of collaborators, critical thinkers, problem-solvers and challenge-embracers, and we nurture our incredibly talented people to put their best foot forward every day. That starts with our core values – Be a Game Changer, Only Accept Awesome, Play as a Team, Be Curious, Get Fired up – which are deeply ingrained in our culture. Basically, we’re all about fostering an innovative, industry-leading, collaborative, creative, passionate team to reach their fullest potential. That’s good for humans and good for business. 
If this sounds like your kind of gig… 
We’d love to hear from you. If you need more information before you apply, check out our website, LinkedIn or Instagram. If you have questions those sites don’t answer, flick us a line at people@ecooutdoor.com.au unless you’re a recruitment agency, in which case: no, thanks. We’ve got this one covered.   ",Not Available,central java,13d,2026-03-18 01:00:00,2026-03-05 01:00:00,2026-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,
168,Project Financial Analyst - WFO - Jakarta (ID: 697480),PT. PERSOLKELLY Recruitment Indonesia,"South Jakarta, Jakarta",Posted 12h ago,"Employment type: Contract-based
Expected join date: 1 April 2026
Project of Advisor for Intellectual Property Administration

Key Responsibilities
A. Financial Modeling & PPP Structuring
Build and refine project finance models (User Charge, Availability Payment, Hybrid PPP, LVC).
Support shadow financial modelling for priority projects (e.g., irrigation, water resources).

Conduct:
・IRR / XIRR
・NPV
・DSCR analysis
・Sensitivity & scenario analysis
・Assist in Value for Money (VfM) assessments.
・Develop standardized financial model templates for DGIF.

B. PPP Framework & Investment Analysis
Analyze risk allocation frameworks.
Evaluate bankability and investor perspective.
Support development of innovative schemes (e.g., success fee, blended finance).
Benchmark international PPP models (Shadow Toll, Hybrid PPP, etc.).

C. Capacity Building & Knowledge Transfer
Prepare simplified financial modeling training materials.
Support workshop simulations and exercises.
Help prepare case studies derived from water, highways, and irrigation projects.
Contribute to CP3P preparation materials if applicable.

D. Digital & Data Analytics Support
Support financial dashboard development (Excel / Power BI / Tableau).
Assist in introducing AI or automation into financial analysis processes.
Structure data for improved investment reporting.

E. Expected Deliverables
Standardized PPP financial model templates
VfM analysis reports
Scenario-based financial exercises
Training materials & workshop support slides
Investor perspective memos
Financial dashboards (optional but preferred)

Requirements:
1. Education
Bachelor’s or Master’s degree in Finance/ Economics/ Accounting/ Engineering with finance background/ Public Policy with quantitative focus
            
2. Technical Skills (Must-Have)
Advanced Excel financial modeling
Integrated 3-statement models
Project finance modeling
Debt sculpting
DSCR-based structuring
3. Strong understanding of:
Project finance
PPP frameworks
Concession models
Availability Payment vs User Charge structures
Financial feasibility analysis
4. Preferred Skills
Experience in:
Infrastructure finance
Multilateral-funded projects (ADB, World Bank, IFC)
Toll road or water PPP
Knowledge of Indonesian PPP regulations (KPBU)
Familiarity with:
FAST Standard modeling
BI tools (Power BI / Tableau)            
5. Personal Attributes
Highly structured and detail-oriented
Able to translate complex finance into simplified explanations
Comfortable working in government institutional environment
Strong communication skills (English required; Bahasa Indonesia preferred)
Able to work independently but align with structured work plans          
6. Ideal Profile
3–6 years experience in project finance or infrastructure advisory
Experience in transaction advisory (Big 4, MDB, infrastructure fund, or SOE)
Interested in public policy impact
Curious about digital transformation & AI
Wants exposure to international cooperation environment",Rp 18.000.000 – Rp 20.000.000 per month,jakarta,12h,2026-03-18 01:00:00,2026-03-17 13:00:00,2026-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,18000000 –  20000000,,,
169,Senior Data Analyst – P2P Lending,PT Anugerah Digital Indonesia,"South Jakarta, Jakarta",Posted 27d ago,"SOLUSIKU is a fast-growing P2P Lending platform committed to providing innovative and responsible financial solutions.
We are looking for an experienced Senior Data Analyst to join our growing fintech team and play a key role in strengthening data-driven decision making, credit risk analytics, and portfolio performance within our P2P Lending business.
Key Responsibilities
·Collect, process, and validate large-scale data from multiple sources while ensuring data integrity and accuracy
Develop, maintain, and optimize databases and data systems to improve accessibility and usability
Perform in-depth analysis of lending and borrower data to identify trends, patterns, and strategic insights
Apply statistical methods and advanced analytics to generate actionable business recommendations
Analyze borrower profiles to assess creditworthiness and predict loan default probabilities
Develop and enhance credit risk models and mitigation strategies to improve portfolio performance
Collaborate closely with Head Office MIS teams regarding database utilization and data governance
Prepare and deliver ad-hoc analytical reports required by management
 Qualifications
Bachelor’s degree or above in Data Science, Statistics, Finance, Economics, Computer Science, or a related field.
Proficiency in data analysis tools and languages such as SQL, Python, R, and Excel
Experience with data visualization tools like Tableau, Power BI, or similar platforms
Familiarity with database management systems and big data technologies (e.g., Hadoop, Spark).
Strong analytical and problem-solving skills, with attention to detail
Ability to interpret complex data sets and translate findings into actionable insights.
Excellent verbal and written communication skills, with the ability to present data clearly
Ability to collaborate effectively with cross-functional team
2-5 years experience in data analysis; preferably in the financial services or fintech industry
Prior experience in P2P lending or credit risk analysis is highly desirable",Not Available,jakarta,27d,2026-03-18 01:00:00,2026-02-19 01:00:00,2026-02-19,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,,,,
171,Business Analyst Executive - Temporary 3 Months,Kanmo Group,Jakarta,Posted 15d ago,"Deskripsi Pekerjaan
Job Responsibilities
Update and maintain daily/weekly huddle reports in a timely and accurate manner.
Consolidate and prepare routine reports related to sales, stock, and other business needs.
Ensure data accuracy and consistency across multiple tracking files.
Perform basic data analysis using Excel to support demand planning activities.
Assist in monitoring key metrics and highlighting any significant changes or discrepancies.
Coordinate with relevant teams to collect and validate required data.
Support ad-hoc reporting and administrative tasks within the Demand Planning / Business Analyst function.
Requirements
Having background in Business, Industrial Engineering, Statistics, Mathematics, or a related field.
1–2 years of experience in Business Analyst, Demand Planning, Supply Chain, or similar roles.
Basic to intermediate Microsoft Excel skills (e.g., Pivot Table, VLOOKUP/XLOOKUP, simple formulas).
Strong attention to detail and good numerical accuracy.
Fast learner, proactive, and able to handle routine, repetitive tasks with consistency.
Good communication skills and ability to work with multiple stakeholders.
Able to work with tight timelines and maintain data confidentiality.",Not Available,jakarta,15d,2026-03-18 01:00:00,2026-03-03 01:00:00,2026-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
174,Business System Analyst,PT Eigerindo Multi Produk Industri,"Bandung, West Java",Posted 22d ago,"About the Job :
As a Business System Analyst, your mission is to analyze, design, and implement business systems that improve efficiency, productivity, and overall business performance. You will be responsible for gathering and documenting business requirements, developing system specifications, and working closely with stakeholders to ensure that the implemented systems meet business needs. Your analytical skills and technical expertise will be crucial in driving the successful integration of technology solutions that support the company’s goals and objectives.
Requirements Gathering: Collaborate with stakeholders to gather and document detailed business requirements. Conduct interviews, workshops, and surveys to understand the needs and objectives of various departments.
System Analysis and Design: Analyze current business processes and systems to identify areas for improvement. Develop detailed system specifications and design solutions that align with business goals and technical capabilities.
Solution Implementation: Work closely with development teams to implement and integrate new systems and enhancements. Ensure that solutions are delivered on time, within budget, and meet quality standards.
Stakeholder Communication: Serve as a liaison between business units and technical teams. Facilitate clear and effective communication to ensure that all stakeholders are aligned and informed throughout the project lifecycle.
Testing and Validation: Develop and execute test plans to ensure that implemented systems meet business requirements and function correctly. Coordinate user acceptance testing (UAT) and gather feedback for further improvements.
Documentation: Create and maintain comprehensive documentation, including business requirements, system specifications, process flows, and user manuals. Ensure that documentation is up-to-date and accessible to relevant stakeholders.
Continuous Improvement: Identify opportunities for process improvement and recommend innovative solutions. Stay up-to-date with industry trends and best practices to enhance system capabilities and business performance.
Training and Support: Provide training and support to end-users to ensure successful adoption and utilization of new systems. Address any issues or challenges that arise and offer solutions to optimize system performance.

Technical Ability Requirement:
Understand and implement API integrations using XML and JSON for seamless data exchange.
Proficiently create technical documentation, including Entity Relationship Diagrams (ERD), Data Flow Diagrams (DFD), Unified Modeling Language (UML), and Mock-Ups.
Master messaging technologies, including Active Record and Rabbit MQ, to ensure effective data communication.
Utilize Jira Project Management Tools and/or Microsoft Teams for efficient project tracking and collaboration.
Demonstrate proficiency in version control using Git for effective code management.

What you will Need to Succeed :
Willing to Work From Office
Bachelor Degree in Computer Science or related
Having 3+ years experiences as a System Analyst
Knowledge and experience with a proven track record in ERP environments. Proficiency in Inventory and Warehouse Management System is an advantage.
Understands Database and SQL 
Familiar with SDLC, Waterfall and Agile Methodolgies
Familiar with versioning tools on Gitlab
Familiar with project / task management tools such as Jira
Knowledge and experience on retail inventory and online order management is an advantage",Not Available,west java,22d,2026-03-18 01:00:00,2026-02-24 01:00:00,2026-02-24,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,
177,Operation Analyst (Fuel),PT Petrolindo Energi Perkasa,Jakarta,Posted 20d ago,"Tugas & Tanggung Jawab :
Memantau dan menganalisis data konsumsi bahan bakar / BBM secara berkala agar dapat melakukan kontrol pemakaian BBM dan operasional alat
Mengidentifikasi peluang perbaikan dan memberikan rekomendasi
Menganalisis kebutuhan fuel secara harian, mingguan, bulanan
Melakukan analisa dan membuat SOP / manual book untuk prosedur terkait BBM
Membuat laporan penggunaan bahan bakar secara akurat (dari mulai pengisian, proses bongkar, dan penyimpanan bahan bakar sampai dengan dokumentasi)
Implementasi best practice, reporting, dan operasional untuk semua site perusahaan

Requirement :
Pendidikan minimal S1 di bidang Teknik Industri atau jurusan terkait lainnya
Mempunyai komunikasi yang baik (internal/eksternal)
Pengalaman minimal 2 tahun di pertambangan / konstruksi
Menguasai Ms. Office (terutama excel dengan perumusan menjadi nilai lebih)
Mengerti Lean Six Sigma lebih diutamakan",Rp 6.000.000 – Rp 7.000.000 per month,jakarta,20d,2026-03-18 01:00:00,2026-02-26 01:00:00,2026-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000000 –  7000000,,,
180,Finance Analyst,PT BBN Airlines Indonesia,Jakarta,Posted 6d ago,"Job Description:
Conduct comprehensive financial analysis, offering valuable insights and conducting risk assessments to facilitate informed business decision-making.
Utilize business modeling techniques, budgeting, perform through market and competitive analyses to identify areas for enhancing busiq performance, and provide recommendations accordingly.
Utilize Power BI tools to create and execute reporting processes that align with the specific requirements of the business.
Enjoy the freedom and support to automate a wide range of reports and processes, thereby streamlining operations and increasing efficiency.
Establish and implement control processes that effectively reinforce internal controls, ensuring the integrity and reliability of financial operations.
Foster collaborations with colleagues from diverse teams, spanning finance, data and analytics, and actively contribute to the overall business development efforts.

Job Requirements:
Bachelor's degree in Finance, Accounting, Business Administration, or a related field
At least 3-5 years of international business work experience in audit, financial analysis, financial management, big4, or related functions
Sufficient understanding of principles of finance
Fluency and effective communication in English
Expert at using data analysis/visualization tool – Power BI and spreadsheet (Excel, google sheets, etc)
Able to perform at a high level of competency in a fast-paced, high-growth environment
Motivated, initiate, oversee, and able to complete tasks with minimal supervision
Critical thinking and problem-solving skills
Passion for driving process improvements and contributing to business growth",Not Available,jakarta,6d,2026-03-18 01:00:00,2026-03-12 01:00:00,2026-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
182,Equity Research Analyst,TUNTUN SEKURITAS INDONESIA,"North Jakarta, Jakarta",Posted 26d ago,"PT Tuntun Sekuritas Indonesia is looking for candidates for Equity Research Analyst role. This position will be responsible for in-depth research on companies, enabling a comprehensive understanding of the Indonesian market.

Main Responsibilities:
Conduct in-depth research on all listed companies in a certain industries, analyze and judge the industry competition pattern, and predict the future long-term development of the industry.
Conduct on-site or telephone online surveys of listed companies, interview industry experts, senior industry funds and professional investors to build understanding of the industry and listed companies.
Craft meticulous research reports tailored for both retail and institutional investors within predetermined deadlines.
Conduct thorough company analysis through a combination of online sources and on-site surveys to extract unique insights.
Qualifications:
A graduate from a reputable university (Minimum GPA 3.2) with a major in finance, accounting, economics, or related field
Over 3 years of hands-on experience and a solid theoretical foundation in the value research and assessment of listed companies or 2 years of experience working as an auditor at a Big Four company.
Expertise in enterprise valuation methodologies, including a mastery of models such as DCF and DDM. Proficient in fundamental analysis of companies with a robust foundation in financial and economic analysis. Those who can use the Bloomberg system are preferred.
Profound knowledge of industry analysis methodologies, demonstrating the ability to rapidly assess industries, make informed judgments on growth and development, and articulate critical points in industry assessments.
Fluent in Chinese or English for effective communication, possessing polished presentation skills, and adept in utilizing tools such as Bloomberg and Microsoft Office.
Genuine interest in stock valuation and adept at reading annual reports.
Possession of a minimum HSK 6 certification is a plus.",Not Available,jakarta,26d,2026-03-18 01:00:00,2026-02-20 01:00:00,2026-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
183,Fit Test Analyst - Footwear Industry,Deckers International HK Limited,Jakarta,Posted 21d ago,"Duties and Responsibilities
Work closely with the BU OM and Dev-Com Team Manager to monitor and arrange assigned product fit tests.
Evaluate results and provide technical insights and recommendations in the fit test reports.
Coordinate and support the Dev-Com team in resolving fitting issues to identify and eliminate potential product integrity risks through fit test evaluation and report follow-up, in accordance with each brand’s reporting process and RACI.
Conduct testers’ foot measurements and maintain records in PPT format for database tracking.
Recruit and maintain internal and external qualified and reliable fit testers. Train and develop fit testers and assist in building the fit tester community.
Complete fit test reports within two working days. Maintain all fit test reports in the shared folder for digital archiving and easy reference.
Update the daily fit test tracking report with statistical data.
Assist with last library management.
Qualifications
Minimum Diploma degree.
Minimum 5 years of experience in footwear development and product.
Strong technical knowledge of shoes and lasts.
Computer literate.
Good written and verbal communication skills in English.
Strong personality traits: proactive, honest, collaborative, and team-oriented.",Not Available,jakarta,21d,2026-03-18 01:00:00,2026-02-25 01:00:00,2026-02-25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,
184,Finance and Business Performance Analyst,PT Valdo Sumber Daya Mandiri,Jakarta,Posted 20d ago,"We’re looking for a Finance & Business Performance Analyst to help management make better decisions through clear insights on P&L, Balance Sheet, and Cash Flow, and to support Business Development (BD) with project costing and pricing. You’ll also assist with audit and tax documentation to keep reporting clean and compliant.
⸻
What You’ll Do
1) Business Performance & Reporting
• Analyze monthly P&L, Balance Sheet, and Cash Flow and explain key movements
• Deliver simple, actionable insights (drivers, risks, recommended actions)
• Support dashboards/KPIs for profitability, costs, working capital, and cash
2) BD Support: Project Costing & Pricing
• Build costing/pricing models for proposals and renewals (people cost, overhead, margin)
• Run scenario analysis and evaluate profitability & cash impact (payment terms, funding gap)
• Track basic profitability by client/project and highlight improvement opportunities
3) Closing, Audit & Tax Support
• Support month-end closing checks and reconciliations (supporting schedules, tie-outs)
• Help prepare documentation and respond to audit/tax requests with organized evidence
4) AI-Enabled Analytics
• Use AI tools to speed up analysis, reporting drafts, and spreadsheet automation—with strict validation
⸻
What We’re Looking For
Must Have
• Strong Excel / Google Sheets (Pivot, XLOOKUP/INDEX-MATCH, SUMIFS, structured modeling)
• Solid understanding of financial statements and business drivers
• Strong accuracy, ownership, and ability to communicate insights clearly
Nice to Have
• Power Query / Power BI / Looker Studio / basic SQL
• Experience with project costing/pricing or commercial finance
• Comfortable using AI tools for analytics (and verifying outputs)
⸻
Why Join PT Valdo Inc
• Real exposure to FP&A + commercial pricing + cash discipline
• Work closely with BD and leaders to influence decisions
• Strong growth path toward FP&A / Commercial Finance / Finance Business Partner",Rp 10.000.000 – Rp 12.000.000 per month,jakarta,20d,2026-03-18 01:00:00,2026-02-26 01:00:00,2026-02-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10000000 –  12000000,,,
186,Data Architect,PT Lawencon Internasional,"South Jakarta, Jakarta",Posted 11d ago,"Develop and define the enterprise data architecture blueprint.
Lead the design of data integration across systems and business domains.
Define architectural standards, design principles, and data management best practices.
Initiate and oversee the implementation of the data governance framework.
Design a scalable and reusable enterprise data model.
Direct and review the implementation pipeline by Data Engineers.
Evaluate the performance, scalability, and reliability of the data platform.
Serve as a subject matter expert (SME) and advisor to business and IT stakeholders.
Support the development of data utilization strategies to increase business value.

Requirements:
Minimum education: Bachelor's degree in Informatics Engineering/Information Systems/equivalent.
Minimum 3-5 years of experience in data/system architecture.
Experience as a lead/architect in enterprise-scale data platform implementations.
Mastery of:
Data modeling (conceptual, logical, physical)
Modern data architecture (lakehouse/warehouse)
Data integration (batch & streaming)
Understanding of:
Distributed systems
Data governance & compliance
Hybrid infrastructure
Strategic communication and presentation skills to management.

Core Competencies
Strategic & Enterprise Thinking
Architecture Design Leadership
Data Governance & Compliance Awareness
Decision Making
Stakeholder Management",Not Available,jakarta,11d,2026-03-18 01:00:00,2026-03-07 01:00:00,2026-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
187,System Analyst,Private Advertiser,"South Tangerang, Banten",Posted 15d ago,"Overall Jobdesk:
1. Melakukan evaluasi dan rekomendasi kebutuhan sistem operasional
2. Analysa dan Evaluasi perbaikan dan pengembangan sistem
3. Membuatan desain solusi permintaan CR, improvement layanan, dan kebutuhan data
4. Management akses user dan Role Matrix System
5. Monitor proses operasional layanan seperti SLA, back up sistem, dan capacity planning
6. Melakukan evaluasi dan memantau kinerja vendor penyedia layanan sistem.
7. Pengalaman terhadap Incident handling & problem management, Root cause analysis (RCA)
Qualification:
1. Sarjana (S1) Teknik Informatika, Teknik Elektro, Ilmu Komputer, Sistem Informasi atau jurusan yang relevan.
2. Berpengalaman minimal 4 tahun terhadap pemaham system Kartu Kredit atau Debit
3. Menguasai Application Development Life Cycle
4. Menguasai implementasi Project management
5. Menguasai Konsep Programming
6. Menguasai konsep Database Programming & Administration
7. Menguasai Operating System (administration & tunning)
8. Familiar dengan message standard:ISO 8583, API (REST / JSON) untuk integrasi pihak ketiga
9. Pengalaman terhadap Incident handling & problem management, Root cause analysis (RCA)",Rp 11.000.000 – Rp 13.000.000 per month,banten,15d,2026-03-18 01:00:00,2026-03-03 01:00:00,2026-03-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11000000 –  13000000,,,
194,Data Analitics,PT Kinarya Alihdaya Mandiri,Database Development & Administration (Information & Communication Technology),Posted 13d ago,"Requirement :
Pendidikan Minimal S1 Teknik Informatika/Sistem Informasi/Teknik Telekomunikasi/Manajemen Informatika/Statistika/Matematika
Memahami pemrograman Python, Shell Script dan SQL, Query Database dan Scipting Unix, Linux
Paham Terkait Pandas
Memiliki Pengalaman kerja minimal 1 Tahun dibidang Data Analitics
Lebih disukai Memahami Aplikasi Pentaho / Tableau dan HADOOP, Power BI
Paham terkait automations (SSH)
Dapat bekerja dalam team, Komunikatif
Dapat menangani tugas secara bersamaan (multitasking) dan Fast learner
Menguasai MS Office dengan baik
Bersedia berkerja overtime

Responsibilities :
Membuat reporting daily, weekly & monthly
Mengerjakan hal yang berhungan dengan SQL Database
Pengolahan data menggunakan SQL, Data Entry (Excel)
Bertanggungjawab dalam menggabunkan database
Pengolahan Bigdata, membuat dashboard
Melakukan analisa laporan & Membuat Script SQL",Rp 5.700.000 – Rp 7.000.000 per month,Not Available,13d,2026-03-18 01:00:00,2026-03-05 01:00:00,2026-03-05,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,5700000 –  7000000,,,
195,Data Management Engineer,PT Advance Intelligence Indonesia,"South Jakarta, Jakarta",Posted 4d ago,"Who We Are:
PT Kredit Biro Indonesia Jaya (Credit Bureau Indonesia, “CBI”) as one of the private credit bureaus in Indonesia has been established since 2014 and obtained an operational license from Otoritas Jasa Keuangan (OJK) as Lembaga Pengelola Informasi Perkreditan (LPIP) in 2015.

In November 2021, after obtaining approval from OJK, CBI received additional capital from shareholders and appointed a new management team, which aims to provide new and leading-edge services and products. This new identity will also strengthen CBI's position as the ""best-in-class, modern and innovative"" credit bureau in Indonesia.

CBI is a trailblazer in the credit bureau industry, dedicated to fostering a culture of excellence and innovation. We believe in the power of a talented and diverse team to bring cutting-edge solutions to our clients and contribute to the overall success of the financial landscape in Indonesia.

Why Join Us:
Innovative Environment: Continuously investing in cutting-edge technologies, including the powerful realm of artificial intelligence, your role becomes a pivotal part of our journey into the dynamic and evolving landscape of financial services. Being part of our innovative environment is your gateway to an exciting and forward-thinking career
Impactful Work: We offer more than just a job; we provide an opportunity to play a crucial role in shaping the financial future of individuals and businesses across the nation. As a licensed credit bureau, our commitment to accuracy, reliability, and timeliness sets the stage for impactful work
Professional Development: We are committed to the growth of our employees. Join a team that encourages continuous learning and offers opportunities for career advancement.
Collaborative Culture: Work in a collaborative and inclusive environment where your ideas are valued, and teamwork is key to achieving our goals.

Role Overview
We are seeking a Data Management Engineer to manage and optimize our data operations. The ideal candidate will investigate data issues, resolve disputes, and ensure compliance with regulatory standards. This role requires technical expertise, strong analytical skills, and effective collaboration with internal teams and external stakeholders to support seamless data management processes.

Job Description
Investigate data in databases, files, and other sources to identify issues and insights.
Collaborate with internal stakeholders (developers, relevant teams) and external parties (OJK, data contributors).
Resolve and monitor data disputes in accordance with internal and regulatory SLAs.
Prepare and maintain dispute resolution reports for internal and external stakeholders (OJK, clients).
Analyze data contributions, prepare reports, and address feedback from members.

Job Requirements
Bachelor’s degree in a relevant field with 2–6 years of experience in data analysis or the financial industry preferred.
Strong understanding of credit data systems; familiarity with SLIK is a plus.
Proficient in SQL for data analysis; knowledge of programming (e.g., Python) and reporting tools is an advantage.
Exceptional analytical and problem-solving skills with attention to detail.
Strong written and verbal communication skills for effective reporting and collaboration.
Familiarity with regulatory compliance, data privacy, and credit reporting standards.
Excellent multitasking and organizational skills to meet deadlines in high-pressure situations.",Rp 15.000.000 – Rp 20.000.000 per month,jakarta,4d,2026-03-18 01:00:00,2026-03-14 01:00:00,2026-03-14,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000 –  20000000,,,
